outcome,outcome_variable,estimate,std_error,p_value,conf_low,conf_high,constant,constant_se,n,r_squared
Clinic Visits,clinic_1000_rate_post,-22.963024812960878,32.801314642479625,0.4839720497569252,-87.29297320852096,41.3669235825992,237.33523527601264,24.950305859250502,1922,2.73506401194501e-4
