outcome,outcome_variable,estimate,std_error,p_value,conf_low,conf_high,constant,constant_se,n,r_squared
Videos per year,videos_rate_post,649.1413491695972,17.201230198317766,1.254874887194929e-233,615.4062911983268,682.8764071408676,13.922010541980113,3.7880790345667985,1922,0.41775238982786345
Average length of videos in minutes,length_min_post,10.258589131391512,0.17198348204997702,0,9.92129507334069,10.595883189442333,0.7537616125070056,0.09742939177359027,1922,0.6454378910464552
