outcome,outcome_variable,estimate,std_error,p_value,conf_low,conf_high,constant,constant_se,n,r_squared
Warnings,warnings_1000_rate_post,-4.885810747389874,868.8953594014467,0.9955140917608941,-1708.9636576471025,1699.192036152323,4250.656307076397,595.4044454457072,1922,1.662967774596069e-8
