outcome,outcome_variable,estimate,std_error,p_value,conf_low,conf_high,constant,constant_se,n,r_squared
Court Appearances,court_appearances_1000_rate_post,-935.9607438800342,868.5065141999345,0.28131780128565764,-2639.275987450588,767.3544996905196,11798.203673766264,683.8454486785636,1922,6.174726163661326e-4
Hours in Court,court_hours_1000_rate_post,-2639.001484826842,2220.496533432116,0.23479385812780304,-6993.83997118483,1715.8370015311457,28026.150835534227,1724.2898761412114,1922,7.505809247241313e-4
