outcome,outcome_variable,estimate,std_error,p_value,conf_low,conf_high,constant,constant_se,n,r_squared
Use of Force,use_of_force_1000_rate_post,73.6451851410697,86.98458492144226,0.3972977579303736,-96.94900964034363,244.23937992248304,807.1708178104238,59.239201167521834,1922,3.6796456009124956e-4
Use of Force (Serious),use_of_force_serious_1000_rate_post,13.81596340785717,14.069991912743253,0.3262504778207954,-13.778109071803,41.41003588751734,36.17177159585393,9.014109288272161,1922,5.076783579296418e-4
Use of Force (Other),use_of_force_less_serious_1000_rate_post,59.82922173321241,83.36634606663264,0.4730503386886339,-103.66888188997417,223.327325356399,770.9990462145701,57.531262148485524,1922,2.641100631393112e-4
