outcome,outcome_variable,estimate,std_error,p_value,conf_low,conf_high,constant,constant_se,n,r_squared
Use of Force,use_of_force_black_1000_rate_post,-18.152869965392934,67.90294053987581,0.7892395295877608,-151.32413789926807,115.01839796848219,530.8597323592048,46.60326227684706,1922,3.649906412683812e-5
Use of Force (Serious),use_of_force_serious_black_1000_rate_post,5.806232630211023,10.005903531901625,0.5617934384543881,-13.81734846323032,25.42981372365237,21.309563850492825,6.918537054180313,1922,1.781578843841336e-4
Use of Force (Other),use_of_force_less_serious_black_1000_rate_post,-7.455073150949516,67.03798806878733,0.9114640654485358,-138.92999603170063,124.01984972980159,515.4659705954281,45.943314559706636,1922,6.315861813654955e-6
